"","RecordType","Latitude","Longitude","ZIP","VIN","MAKE","MODEL","BODY","YEAR","SELLER","CITY","COUNTYNUM","WGT","STATE","MON","NewUsed","RecodedType","Geography","NewZips","CarCount","Dealer"
"50246","CarSale",36.86,-119.77,93720,"5FNRL5H42CB053579","HOND","ODYSSEY EX","VN",2012,"AUTONATION HONDA ROSEVILLE","FRESNO",19,"P","CA",201606,"Used",2,0,93720,1,NA
"50251","CarSale",36.86,-119.77,93720,"19XFC2F54GE204303","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","FRESNO",19,"P","CA",201605,"New",1,0,93720,1,NA
"50317","CarSale",36.86,-119.77,93720,"5FNYF3H56FB010853","HOND","PILOT EXL","UT",2015,"ELK GROVE HONDA","FRESNO",19,"P","CA",201607,"Used",2,0,93720,1,NA
"50788","CarSale",36.9,-119.76,93730,"JHMCR6F71HC002858","HOND","ACCORD HYBR","4D",2017,"AUTONATION HONDA ROSEVILLE","FRESNO",19,"P","CA",201608,"New",1,0,93730,1,NA
"51892","CarSale",36.94,-121.75,95076,"1HGCR2F39DA156720","HOND","ACCORD LX","4D",2013,"AUTONATION HONDA ROSEVILLE","WATSONVILLE",87,"P","CA",201603,"Used",2,0,95076,1,NA
"51940","CarSale",36.94,-121.75,95076,"2HKRM3H72FH524065","HOND","CR-V EX-L","UT",2015,"AUTONATION HONDA ROSEVILLE","WATSONVILLE",87,"P","CA",201605,"Used",2,0,95076,1,NA
"52123","CarSale",36.97,-121.99,95062,"2HGFC2F57GH529260","HOND","CIVIC LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SANTA CRUZ",87,"P","CA",201605,"New",1,0,95062,1,NA
"54172","CarSale",37.01,-121.88,95003,"5FNRL5H33GB029191","HOND","ODYSSEY SE","VN",2016,"AUTONATION HONDA ROSEVILLE","APTOS",87,"P","CA",201601,"New",1,0,95003,1,NA
"54507","CarSale",37.03,-122.12,95060,"19XFC1F32GE208617","HOND","CIVIC EX-T","4D",2016,"ELK GROVE HONDA","SANTA CRUZ",87,"P","CA",201603,"New",1,0,95060,1,NA
"54879","CarSale",37.04,-119.37,93602,"4S4WX9GD8B4402021","SUBA","TRIBECA LTD","UT",2011,"ELK GROVE HONDA","AUBERRY",19,"P","CA",201606,"Used",2,0,93602,1,NA
"55420","CarSale",37.06,-120.02,93638,"1HGCR2F35HA028559","HOND","ACCORD LX","4D",2017,"ELK GROVE HONDA","MADERA",39,"P","CA",201609,"New",1,0,93638,1,NA
"55430","CarSale",37.06,-120.02,93638,"1HGCR2F35HA028559","HOND","ACCORD LX","4D",2017,"ELK GROVE HONDA","MADERA",39,"P","CA",201609,"New",1,0,93638,1,NA
"55587","CarSale",37.07,-122.01,95066,"5FNYF5H75GB024337","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","SCOTTS VALLEY",87,"P","CA",201601,"New",1,0,95066,1,NA
"55697","CarSale",37.09,-121.6,95046,"5FNRL5H44GB038491","HOND","ODYSSEY EX","VN",2016,"AUTONATION HONDA ROSEVILLE","SAN MARTIN",85,"P","CA",201601,"New",1,0,95046,1,NA
"56076","CarSale",37.1,-122.09,95005,"JHMGK5H73GX036790","HOND","FIT EX","5D",2016,"AUTONATION HONDA ROSEVILLE","BEN LOMOND",87,"P","CA",201605,"New",1,0,95005,1,NA
"56458","CarSale",37.14,-121.68,95037,"5YFBURHE5FP301654","TOYT","COROLLA","4D",2015,"AUTONATION HONDA ROSEVILLE","MORGAN HILL",85,"P","CA",201608,"Used",2,0,95037,1,NA
"56502","CarSale",37.14,-121.68,95037,"5NPDH4AE7EH460665","HYUN","ELANTRA GLS","4D",2014,"AUTONATION HONDA ROSEVILLE","MORGAN HILL",85,"P","CA",201609,"Used",2,0,95037,1,NA
"56548","CarSale",37.14,-121.68,95037,"5NPDH4AE7EH460665","HYUN","ELANTRA GLS","4D",2014,"AUTONATION HONDA ROSEVILLE","MORGAN HILL",85,"P","CA",201609,"Used",2,0,95037,1,NA
"58342","CarSale",37.22,-121.93,95032,"1HGCR2F94GA170999","HOND","ACCORD EX-L","4D",2016,"ELK GROVE HONDA","LOS GATOS",85,"P","CA",201605,"New",1,0,95032,1,NA
"59155","CarSale",37.23,-120.49,95341,"2HKRM4H74GH609223","HOND","CR-V EX-L","UT",2016,"ELK GROVE HONDA","MERCED",47,"P","CA",201603,"New",1,0,95341,1,NA
"59279","CarSale",37.23,-120.49,95341,"2HGFC3B36GH351920","HOND","CIVIC EX-T","4D",2016,"ELK GROVE HONDA","MERCED",47,"P","CA",201605,"New",1,0,95341,1,NA
"59647","CarSale",37.24,-121.83,95123,"1HGCR3F85GA014886","HOND","ACCORD EX-L","4D",2016,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201601,"New",1,0,95123,1,NA
"59648","CarSale",37.24,-121.83,95123,"1HGCT1B70GA002468","HOND","ACCORD EX","CP",2016,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201601,"New",1,0,95123,1,NA
"59697","CarSale",37.24,-121.83,95123,"2HKRM3H5XEH551611","HOND","CR-V EX","UT",2014,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201609,"Used",2,0,95123,1,NA
"59700","CarSale",37.24,-121.83,95123,"JHLRM4H56CC021704","HOND","CR-V EX","UT",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201608,"Used",2,0,95123,1,NA
"59704","CarSale",37.24,-121.83,95123,"2HKRM3H5XEH551611","HOND","CR-V EX","UT",2014,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201609,"Used",2,0,95123,1,NA
"59720","CarSale",37.24,-121.83,95123,"5J6RM4H77GL014307","HOND","CR-V EX-L","UT",2016,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201601,"New",1,0,95123,1,NA
"59892","CarSale",37.26,-122.06,95070,"1HGCP3F89CA042593","HOND","ACCORD EX 6","4D",2012,"AUTONATION HONDA ROSEVILLE","SARATOGA",85,"P","CA",201603,"Used",2,0,95070,1,NA
"59901","CarSale",37.26,-122.06,95070,"19XFC2F5XGE233790","HOND","CIVIC LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SARATOGA",85,"P","CA",201608,"New",1,0,95070,1,NA
"60252","CarSale",37.26,-121.92,95124,"19XFB4F34DE200759","HOND","CIVIC HYBRI","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201605,"Used",2,0,95124,1,NA
"60270","CarSale",37.26,-121.92,95124,"19XFB2F82DE230357","HOND","CIVIC EX","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201608,"Used",2,0,95124,1,NA
"60313","CarSale",37.26,-121.92,95124,"1FATP8UH0F5359227","FORD","MUSTANG GT","CP",2015,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201608,"Used",2,0,95124,1,NA
"60654","CarSale",37.26,-121.77,95138,"1HGCR2F55DA160037","HOND","ACCORD SPRT","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201608,"Used",2,0,95138,1,NA
"61130","CarSale",37.27,-121.85,95136,"5NPEB4AC2DH740528","HYUN","SONATA GLS","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201608,"Used",2,0,95136,1,NA
"61151","CarSale",37.27,-121.85,95136,"JHMZF1D62GS000671","HOND","CR-Z EX","CP",2016,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201608,"New",1,0,95136,1,NA
"61162","CarSale",37.27,-121.85,95136,"3FA6P0G79DR282921","FORD","FUSION S","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201608,"Used",2,0,95136,1,NA
"61163","CarSale",37.27,-121.85,95136,"19XFB2F51EE241356","HOND","CIVIC LX","4D",2014,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201608,"Used",2,0,95136,1,NA
"61164","CarSale",37.27,-121.85,95136,"KMHFH4JGXDA202037","HYUN","AZERA","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201609,"Used",2,0,95136,1,NA
"61195","CarSale",37.27,-121.85,95136,"KMHFH4JGXDA202037","HYUN","AZERA","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201609,"Used",2,0,95136,1,NA
"61258","CarSale",37.27,-120.25,95333,"1HGCR2F56GA186022","HOND","ACCORD SPRT","4D",2016,"AUTONATION HONDA ROSEVILLE","LE GRAND",47,"P","CA",201606,"New",1,0,95333,1,NA
"61911","CarSale",37.28,-121.82,95111,"5FNYF5H57GB041106","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201606,"New",1,0,95111,1,NA
"61924","CarSale",37.28,-121.82,95111,"3N1AB7AP1DL762459","NISS","SENTRA","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201601,"Used",2,0,95111,1,NA
"61941","CarSale",37.28,-121.82,95111,"1G1PC5SBXF7300588","CHEV","CRUZE 1LT","4D",2015,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201605,"Used",2,0,95111,1,NA
"61942","CarSale",37.28,-121.82,95111,"1HGCR2F84DA166177","HOND","ACCORD EX-L","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201605,"Used",2,0,95111,1,NA
"61951","CarSale",37.28,-121.82,95111,"1HGCR2F58HA014818","HOND","ACCORD SPRT","4D",2017,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201609,"New",1,0,95111,1,NA
"61992","CarSale",37.28,-121.82,95111,"1HGCR2F58HA014818","HOND","ACCORD SPRT","4D",2017,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201609,"New",1,0,95111,1,NA
"63741","CarSale",37.28,-121.63,94550,"5FNYF6H53GB079664","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","LIVERMORE",1,"P","CA",201606,"New",1,0,94550,1,NA
"64625","CarSale",37.3,-121.8,95121,"KMHDH4AE6CU416994","HYUN","ELANTRA GLS","4D",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201609,"Used",2,0,95121,1,NA
"64639","CarSale",37.3,-121.8,95121,"KMHDH4AE6CU416994","HYUN","ELANTRA GLS","4D",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201609,"Used",2,0,95121,1,NA
"64689","CarSale",37.3,-121.8,95121,"3CZRM3H56GG702630","HOND","CR-V EX","UT",2016,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201603,"New",1,0,95121,1,NA
"66821","CarSale",37.3,-120.64,95301,"1HGCR2F53GA090672","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","ATWATER",47,"P","CA",201601,"New",1,0,95301,1,NA
"67686","CarSale",37.31,-122,95129,"5FNRL5H41GB069844","HOND","ODYSSEY EX","VN",2016,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201606,"New",1,0,95129,1,NA
"72448","CarSale",37.32,-121.83,95151,"1HGCR2F57GA144460","HOND","ACCORD SPRT","4D",2016,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201607,"New",1,0,95151,1,NA
"72449","CarSale",37.32,-121.83,95151,"5J6RM3H3XGL003633","HOND","CR-V LX","UT",2016,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201601,"New",1,0,95151,1,NA
"72651","CarSale",37.33,-121.92,95126,"5J6RM3H73CL046076","HOND","CR-V EX-L","UT",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201602,"Used",2,0,95126,1,NA
"72663","CarSale",37.33,-121.92,95126,"5FNYF6H9XGB096707","HOND","PILOT TOUR","UT",2016,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201607,"New",1,0,95126,1,NA
"72904","CarSale",37.33,-121.84,95122,"5YFBURHE5FP341815","TOYT","COROLLA","4D",2015,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201608,"Used",2,0,95122,1,NA
"72917","CarSale",37.33,-121.84,95122,"2HGFB2F58FH530998","HOND","CIVIC LX","4D",2015,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201607,"Used",2,0,95122,1,NA
"72962","CarSale",37.33,-121.84,95122,"2HGFC2F88GH501557","HOND","CIVIC EX","4D",2016,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201602,"New",1,0,95122,1,NA
"73220","CarSale",37.33,-121.78,95148,"5TDJKRFH2FS112918","TOYT","HIGHLANDER","UT",2015,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201605,"Used",2,0,95148,1,NA
"73223","CarSale",37.33,-121.78,95148,"5J6RM4H95GL080940","HOND","CR-V TOUR","UT",2016,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201606,"New",1,0,95148,1,NA
"73230","CarSale",37.33,-121.78,95148,"5FNYF6H32GB098074","HOND","PILOT EX","UT",2016,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201608,"New",1,0,95148,1,NA
"74448","CarSale",37.33,-120.75,95334,"1HGCR2F5XGA218499","HOND","ACCORD SPRT","4D",2016,"AUTONATION HONDA ROSEVILLE","LIVINGSTON",47,"P","CA",201607,"New",1,0,95334,1,NA
"74470","CarSale",37.33,-120.75,95334,"1HGCR2F38GA066236","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","LIVINGSTON",47,"P","CA",201608,"New",1,0,95334,1,NA
"74585","CarSale",37.34,-121.89,95109,"WBANW1C57AC168880","BMW","535i","4D",2010,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201609,"Used",2,0,95109,1,NA
"74589","CarSale",37.34,-121.89,95109,"WBANW1C57AC168880","BMW","535i","4D",2010,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201609,"Used",2,0,95109,1,NA
"74705","CarSale",37.35,-122.1,94024,"5FNYF6H32GB049148","HOND","PILOT EX","UT",2016,"AUTONATION HONDA ROSEVILLE","LOS ALTOS",85,"P","CA",201601,"New",1,0,94024,1,NA
"75310","CarSale",37.35,-121.98,95051,"2HGFC2F61GH532289","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SANTA CLARA",85,"P","CA",201605,"New",1,0,95051,1,NA
"75347","CarSale",37.35,-121.98,95051,"2HGFB2F58FH526742","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201608,"Used",2,0,95051,1,NA
"75384","CarSale",37.35,-121.98,95051,"1HGCR2F08GA082376","HOND","ACCORD EX","4D",2016,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201607,"New",1,0,95051,1,NA
"75922","CarSale",37.35,-121.91,95110,"2HKRM4H75DH669622","HOND","CR-V EX-L","UT",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201605,"Used",2,0,95110,1,NA
"76720","CarSale",37.35,-121.89,95112,"2HGFG3B55EH511269","HOND","CIVIC LX","CP",2014,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201608,"Used",2,0,95112,1,NA
"77409","CarSale",37.36,-121.78,95127,"2HGFC2F55GH510660","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201601,"New",1,0,95127,1,NA
"77439","CarSale",37.36,-121.78,95127,"WBA3C1G52DNR48580","BMW","328i  SULEV","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201605,"Used",2,0,95127,1,NA
"77440","CarSale",37.36,-121.78,95127,"5FNYF3H58DB015078","HOND","PILOT EXL","UT",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201605,"Used",2,0,95127,1,NA
