"","RecordType","Latitude","Longitude","ZIP","VIN","MAKE","MODEL","BODY","YEAR","SELLER","CITY","COUNTYNUM","WGT","STATE","MON","NewUsed","RecodedType","Geography","NewZips","CarCount","Dealer"
"1190793","CarSale",38.5,-121.53,95831,"3CZRU5H77GM730581","HOND","HR-V EX","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1190794","CarSale",38.5,-121.53,95831,"5FNYF6H97GB102933","HOND","PILOT TOUR","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1190862","CarSale",38.5,-121.53,95831,"5FNRL5H94FB119792","HOND","ODYSSEY TOU","VN",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201601,"New",1,2,95831,1,NA
"1190863","CarSale",38.5,-121.53,95831,"5J6RM3H52FL027313","HOND","CR-V EX","UT",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201601,"New",1,2,95831,1,NA
"1190866","CarSale",38.5,-121.53,95831,"1HGCR2F35GA023277","HOND","ACCORD LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201601,"New",1,2,95831,1,NA
"1190867","CarSale",38.5,-121.53,95831,"1HGCR2F99GA009757","HOND","ACCORD EX-L","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201601,"New",1,2,95831,1,NA
"1190868","CarSale",38.5,-121.53,95831,"2HKRM4H75GH610459","HOND","CR-V EX-L","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201601,"New",1,2,95831,1,NA
"1190869","CarSale",38.5,-121.53,95831,"5FNRL5H69GB021980","HOND","ODYSSEY EXL","VN",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201601,"New",1,2,95831,1,NA
"1190870","CarSale",38.5,-121.53,95831,"19XFB2F58FE287638","HOND","CIVIC LX","4D",2015,"FOLSOM LAKE HONDA","SACRAMENTO",67,"R","CA",201601,"New",1,2,95831,1,NA
"1190871","CarSale",38.5,-121.53,95831,"1HGCR2F86GA011084","HOND","ACCORD EX-L","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201601,"New",1,2,95831,1,NA
"1190872","CarSale",38.5,-121.53,95831,"2HGFC1F30GH631573","HOND","CIVIC EX-T","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201601,"New",1,2,95831,1,NA
"1190873","CarSale",38.5,-121.53,95831,"2HGFC2F58GH509342","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201601,"New",1,2,95831,1,NA
"1190974","CarSale",38.5,-121.53,95831,"5FNRL5H66DB018417","HOND","ODYSSEY EXL","VN",2013,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201601,"Used",2,2,95831,1,NA
"1190992","CarSale",38.5,-121.53,95831,"2HKRM3H3XDH522137","HOND","CR-V LX","UT",2013,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201601,"Used",2,2,95831,1,NA
"1191094","CarSale",38.5,-121.53,95831,"1HGCR3F94FA037695","HOND","ACCORD TOUR","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201602,"New",1,2,95831,1,NA
"1191095","CarSale",38.5,-121.53,95831,"2HKRM4H49GH620966","HOND","CR-V EX","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201602,"New",1,2,95831,1,NA
"1191096","CarSale",38.5,-121.53,95831,"1HGCR2F32GA067253","HOND","ACCORD LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95831,1,NA
"1191097","CarSale",38.5,-121.53,95831,"1HGCR2F34GA067836","HOND","ACCORD LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95831,1,NA
"1191098","CarSale",38.5,-121.53,95831,"1HGCR2F72GA070382","HOND","ACCORD EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95831,1,NA
"1191099","CarSale",38.5,-121.53,95831,"2HGFC2F75GH528433","HOND","CIVIC EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95831,1,NA
"1191100","CarSale",38.5,-121.53,95831,"2HKRM3H76GH505262","HOND","CR-V EX-L","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95831,1,NA
"1191101","CarSale",38.5,-121.53,95831,"3CZRM3H56GG701056","HOND","CR-V EX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201602,"New",1,2,95831,1,NA
"1191102","CarSale",38.5,-121.53,95831,"5J6RM4H3XGL002584","HOND","CR-V LX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95831,1,NA
"1191103","CarSale",38.5,-121.53,95831,"19XFC2F51GE205666","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95831,1,NA
"1191104","CarSale",38.5,-121.53,95831,"3CZRU6H57GM728477","HOND","HR-V EX","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95831,1,NA
"1191112","CarSale",38.5,-121.53,95831,"19XFC2F72GE239410","HOND","CIVIC EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95831,1,NA
"1191212","CarSale",38.5,-121.53,95831,"1HGCR2F78DA035969","HOND","ACCORD EX","4D",2013,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"Used",2,2,95831,1,NA
"1191213","CarSale",38.5,-121.53,95831,"5FNYF4H92CB055292","HOND","PILOT TOUR","UT",2012,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"Used",2,2,95831,1,NA
"1191219","CarSale",38.5,-121.53,95831,"2HGFB2F51DH517698","HOND","CIVIC LX","4D",2013,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201602,"Used",2,2,95831,1,NA
"1191326","CarSale",38.5,-121.53,95831,"19XFC1F34GE206822","HOND","CIVIC EX-T","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191327","CarSale",38.5,-121.53,95831,"1HGCR2F30GA108009","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191328","CarSale",38.5,-121.53,95831,"5FNRL5H6XGB053708","HOND","ODYSSEY EXL","VN",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201603,"New",1,2,95831,1,NA
"1191329","CarSale",38.5,-121.53,95831,"19XFC1F32GE208634","HOND","CIVIC EX-T","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191330","CarSale",38.5,-121.53,95831,"19XFC1F38GE208203","HOND","CIVIC EX-T","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191331","CarSale",38.5,-121.53,95831,"19XFC1F76GE208347","HOND","CIVIC EX-L","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191332","CarSale",38.5,-121.53,95831,"1HGCR2F36GA043778","HOND","ACCORD LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191333","CarSale",38.5,-121.53,95831,"2HGFC2F53GH527179","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191334","CarSale",38.5,-121.53,95831,"2HGFC2F54GH510438","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201603,"New",1,2,95831,1,NA
"1191335","CarSale",38.5,-121.53,95831,"2HGFC2F5XGH528572","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191336","CarSale",38.5,-121.53,95831,"JHMGK5H55GX016250","HOND","FIT LX","5D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191337","CarSale",38.5,-121.53,95831,"2HKRM3H71GH503032","HOND","CR-V EX-L","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191338","CarSale",38.5,-121.53,95831,"5FNRL5H30GB050354","HOND","ODYSSEY SE","VN",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191339","CarSale",38.5,-121.53,95831,"5J6RM3H98GL007488","HOND","CR-V TOUR","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201603,"New",1,2,95831,1,NA
"1191340","CarSale",38.5,-121.53,95831,"2HGFC2F5XGH533447","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"R","CA",201603,"New",1,2,95831,1,NA
"1191341","CarSale",38.5,-121.53,95831,"3CZRU6H7XGM736364","HOND","HR-V EXL","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95831,1,NA
"1191445","CarSale",38.5,-121.53,95831,"5J6RM4H30EL041374","HOND","CR-V LX","UT",2014,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"Used",2,2,95831,1,NA
"1191450","CarSale",38.5,-121.53,95831,"4T4BF1FK9CR262927","TOYT","CAMRY","4D",2012,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201603,"Used",2,2,95831,1,NA
"1191578","CarSale",38.5,-121.53,95831,"19XFC1F36GE208006","HOND","CIVIC EX-T","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191579","CarSale",38.5,-121.53,95831,"19XFC2F52GE212139","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201604,"New",1,2,95831,1,NA
"1191580","CarSale",38.5,-121.53,95831,"19XFC2F53GE212621","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191581","CarSale",38.5,-121.53,95831,"19XFC2F77GE216463","HOND","CIVIC EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191582","CarSale",38.5,-121.53,95831,"1HGCR2F32GA124874","HOND","ACCORD LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201604,"New",1,2,95831,1,NA
"1191583","CarSale",38.5,-121.53,95831,"1HGCR2F54GA149180","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191584","CarSale",38.5,-121.53,95831,"1HGCR2F58GA163132","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191585","CarSale",38.5,-121.53,95831,"1HGCR2F77GA148011","HOND","ACCORD EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191586","CarSale",38.5,-121.53,95831,"1HGCR3F80GA016206","HOND","ACCORD EX-L","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191587","CarSale",38.5,-121.53,95831,"2HGFC2F50GH527768","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201604,"New",1,2,95831,1,NA
"1191588","CarSale",38.5,-121.53,95831,"JHMGK5H50GX021968","HOND","FIT LX","5D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191589","CarSale",38.5,-121.53,95831,"3CZRU6H55GM737159","HOND","HR-V EX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191590","CarSale",38.5,-121.53,95831,"5J6RM3H35GL007136","HOND","CR-V LX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201604,"New",1,2,95831,1,NA
"1191591","CarSale",38.5,-121.53,95831,"5J6RM4H70GL052557","HOND","CR-V EX-L","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191592","CarSale",38.5,-121.53,95831,"JHMGK5H50GX031951","HOND","FIT LX","5D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191593","CarSale",38.5,-121.53,95831,"2HKRM3H74GH510184","HOND","CR-V EX-L","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95831,1,NA
"1191667","CarSale",38.5,-121.53,95831,"1HGCR2F39EA091658","HOND","ACCORD LX","4D",2014,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201604,"Used",2,2,95831,1,NA
"1191766","CarSale",38.5,-121.53,95831,"19XFC2F71GE227930","HOND","CIVIC EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201607,"New",1,2,95831,1,NA
"1191819","CarSale",38.5,-121.53,95831,"19XFC1F36GE211925","HOND","CIVIC EX-T","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201605,"New",1,2,95831,1,NA
"1191820","CarSale",38.5,-121.53,95831,"19XFC2F59GE217709","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201605,"New",1,2,95831,1,NA
"1191821","CarSale",38.5,-121.53,95831,"1HGCR2F55GA193589","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201605,"New",1,2,95831,1,NA
"1191822","CarSale",38.5,-121.53,95831,"1HGCR2F57GA205029","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201605,"New",1,2,95831,1,NA
"1191823","CarSale",38.5,-121.53,95831,"3CZRU5H32GM736379","HOND","HR-V LX","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201605,"New",1,2,95831,1,NA
"1191916","CarSale",38.5,-121.53,95831,"19XFB4F27DE201251","HOND","CIVIC HYBRI","4D",2013,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201605,"Used",2,2,95831,1,NA
"1191923","CarSale",38.5,-121.53,95831,"KL7CJLSB4FB070153","CHEV","TRAX 1LT","UT",2015,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201605,"Used",2,2,95831,1,NA
"1192000","CarSale",38.5,-121.53,95831,"19XFC1F37GE217720","HOND","CIVIC EX-T","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192054","CarSale",38.5,-121.53,95831,"1HGCR2F39GA133054","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192055","CarSale",38.5,-121.53,95831,"5FNYF6H53GB086470","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192056","CarSale",38.5,-121.53,95831,"19XFC1F32GE213736","HOND","CIVIC EX-T","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192057","CarSale",38.5,-121.53,95831,"19XFC2F78GE223521","HOND","CIVIC EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192058","CarSale",38.5,-121.53,95831,"1HGCR2F74GA068553","HOND","ACCORD EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192059","CarSale",38.5,-121.53,95831,"1HGCR2F88GA167319","HOND","ACCORD EX-L","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192060","CarSale",38.5,-121.53,95831,"2HGFC1F3XGH645531","HOND","CIVIC EX-T","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192061","CarSale",38.5,-121.53,95831,"2HGFC2F52GH507795","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192062","CarSale",38.5,-121.53,95831,"JHMGK5H56GX037706","HOND","FIT LX","5D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201606,"New",1,2,95831,1,NA
"1192063","CarSale",38.5,-121.53,95831,"JHMGK5H57GX045796","HOND","FIT LX","5D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192064","CarSale",38.5,-121.53,95831,"JHMGK5H7XGX030257","HOND","FIT EX","5D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192065","CarSale",38.5,-121.53,95831,"2HKRM4H50GH646820","HOND","CR-V EX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192066","CarSale",38.5,-121.53,95831,"3CZRM3H53GG709065","HOND","CR-V EX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192067","CarSale",38.5,-121.53,95831,"3CZRU5H53GM734450","HOND","HR-V EX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192068","CarSale",38.5,-121.53,95831,"5FNRL5H60GB110000","HOND","ODYSSEY EXL","VN",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192069","CarSale",38.5,-121.53,95831,"5FNYF5H50GB038872","HOND","PILOT EXL","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201606,"New",1,2,95831,1,NA
"1192071","CarSale",38.5,-121.53,95831,"5J6RM4H96GL067744","HOND","CR-V TOUR","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95831,1,NA
"1192199","CarSale",38.5,-121.53,95831,"1HGCR2F77DA268273","HOND","ACCORD EX","4D",2013,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201606,"Used",2,2,95831,1,NA
"1192209","CarSale",38.5,-121.53,95831,"5FNRL5H94DB074883","HOND","ODYSSEY TOU","VN",2013,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"Used",2,2,95831,1,NA
"1192272","CarSale",38.5,-121.53,95831,"KMHCN4AC1AU459798","HYUN","ACCENT GLS","4D",2010,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201607,"Used",2,2,95831,1,NA
"1192303","CarSale",38.5,-121.53,95831,"5FNRL5H61GB124651","HOND","ODYSSEY EXL","VN",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95831,1,NA
"1192304","CarSale",38.5,-121.53,95831,"5J6RM4H99GL105578","HOND","CR-V TOUR","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95831,1,NA
"1192371","CarSale",38.5,-121.53,95831,"5FNYF6H57GB096967","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201607,"New",1,2,95831,1,NA
"1192372","CarSale",38.5,-121.53,95831,"5FNYF6H79GB095322","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201607,"New",1,2,95831,1,NA
"1192373","CarSale",38.5,-121.53,95831,"1HGCT1B70GA012885","HOND","ACCORD EX","CP",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201607,"New",1,2,95831,1,NA
"1192374","CarSale",38.5,-121.53,95831,"2HKRM4H54GH670117","HOND","CR-V EX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201607,"New",1,2,95831,1,NA
"1192375","CarSale",38.5,-121.53,95831,"3CZRU5H71GM736571","HOND","HR-V EX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201607,"New",1,2,95831,1,NA
"1192376","CarSale",38.5,-121.53,95831,"5J6RM4H91GL076822","HOND","CR-V TOUR","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201607,"New",1,2,95831,1,NA
"1192377","CarSale",38.5,-121.53,95831,"1HGCR2F55GA211010","HOND","ACCORD SPRT","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201607,"New",1,2,95831,1,NA
"1192378","CarSale",38.5,-121.53,95831,"1HGCR2F7XGA231478","HOND","ACCORD EX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"R","CA",201607,"New",1,2,95831,1,NA
"1192379","CarSale",38.5,-121.53,95831,"2HGFC4B06GH307394","HOND","CIVIC LX-P","CP",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201607,"New",1,2,95831,1,NA
"1192380","CarSale",38.5,-121.53,95831,"5J6RM4H97GL087825","HOND","CR-V TOUR","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201607,"New",1,2,95831,1,NA
"1192410","CarSale",38.5,-121.53,95831,"1HGCR2F36DA220485","HOND","ACCORD LX","4D",2013,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"Used",2,2,95831,1,NA
"1192442","CarSale",38.5,-121.53,95831,"1HGCR2F34GA240805","HOND","ACCORD LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192443","CarSale",38.5,-121.53,95831,"1HGCR2F37GA208978","HOND","ACCORD LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192492","CarSale",38.5,-121.53,95831,"19XFB2F83DE239438","HOND","CIVIC EX","4D",2013,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201607,"Used",2,2,95831,1,NA
"1192511","CarSale",38.5,-121.53,95831,"1HGCR2F38DA173699","HOND","ACCORD LX","4D",2013,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201607,"Used",2,2,95831,1,NA
"1192512","CarSale",38.5,-121.53,95831,"2HGFB6E52DH707065","HOND","CIVIC Si","CP",2013,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201607,"Used",2,2,95831,1,NA
"1192579","CarSale",38.5,-121.53,95831,"19XFC2F53GE234635","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192580","CarSale",38.5,-121.53,95831,"19XFC2F57GE210483","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192581","CarSale",38.5,-121.53,95831,"1HGCR2F31GA243208","HOND","ACCORD LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201608,"New",1,2,95831,1,NA
"1192585","CarSale",38.5,-121.53,95831,"5FNYF5H5XGB046624","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201609,"New",1,2,95831,1,NA
"1192587","CarSale",38.5,-121.53,95831,"19XFC2F51GE237128","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95831,1,NA
"1192588","CarSale",38.5,-121.53,95831,"1HGCR2F55HA034654","HOND","ACCORD SPRT","4D",2017,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201609,"New",1,2,95831,1,NA
"1192589","CarSale",38.5,-121.53,95831,"2HGFC2F53GH555760","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95831,1,NA
"1192590","CarSale",38.5,-121.53,95831,"5FNRL5H61GB124651","HOND","ODYSSEY EXL","VN",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95831,1,NA
"1192647","CarSale",38.5,-121.53,95831,"1HGCR2F34GA245129","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192648","CarSale",38.5,-121.53,95831,"JHMGK5H78GS006178","HOND","FIT EX","5D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192649","CarSale",38.5,-121.53,95831,"2HKRM3H77GH550307","HOND","CR-V EX-L","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192650","CarSale",38.5,-121.53,95831,"1HGCR2F06GA225292","HOND","ACCORD EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192651","CarSale",38.5,-121.53,95831,"1HGCR2F36GA233287","HOND","ACCORD LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192652","CarSale",38.5,-121.53,95831,"1HGCR2F86GA242437","HOND","ACCORD EX-L","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201608,"New",1,2,95831,1,NA
"1192653","CarSale",38.5,-121.53,95831,"1HGCT1B63GA013200","HOND","ACCORD EX-L","CP",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192654","CarSale",38.5,-121.53,95831,"2HGFC2F54GH545318","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192655","CarSale",38.5,-121.53,95831,"JHMCR6F56HC003504","HOND","ACCORD HYBR","4D",2017,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192656","CarSale",38.5,-121.53,95831,"5FNRL5H94GB116053","HOND","ODYSSEY TOU","VN",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201608,"New",1,2,95831,1,NA
"1192657","CarSale",38.5,-121.53,95831,"5FPYK3F82HB008570","HOND","RIDGELINE","PU",2017,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95831,1,NA
"1192689","CarSale",38.5,-121.53,95831,"1HGCS1B8XCA009515","HOND","ACCORD EX-L","CP",2012,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"Used",2,2,95831,1,NA
"1192759","CarSale",38.5,-121.53,95831,"5NPDH4AE8DH398336","HYUN","ELANTRA GLS","4D",2013,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201608,"Used",2,2,95831,1,NA
"1192763","CarSale",38.5,-121.53,95831,"1HGCR3F0XGA032102","HOND","ACCORD EX-L","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95831,1,NA
"1192774","CarSale",38.5,-121.53,95831,"19XFB2F59DE245864","HOND","CIVIC LX","4D",2013,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"Used",2,2,95831,1,NA
